x,y,cluster_labels,movie_titles,overview,production_countries,release_date,Doc_ID,centroid,x_centroid,y_centroid,distance_to_centroid,topic_strings
21.946367,10.887033,8,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.","['Canada', 'United Kingdom', 'United States of America']",2016-06-29,6693,8_centroid,19.539568,-3.234807,14.325469,"wildlife, endangered, hives, ayse, species, tyke, tintin, tarzan, bees, lion"
32.837463,-1.0143892,8,The Angry Birds Movie 2,"Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.","['Finland', 'United States of America']",2019-08-02,6704,8_centroid,19.539568,-3.234807,13.481998,"wildlife, endangered, hives, ayse, species, tyke, tintin, tarzan, bees, lion"
27.240902,5.557404,8,The Adventures of Tintin,"Intrepid young reporter, Tintin, and his loyal dog, Snowy, are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson and Thomson, travel half the world, one step ahead of their enemies, as Tintin endeavors to find the Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.","['New Zealand', 'United States of America']",2011-10-24,6714,8_centroid,19.539568,-3.234807,11.688179,"wildlife, endangered, hives, ayse, species, tyke, tintin, tarzan, bees, lion"
21.665813,-9.983969,8,The Apostate,"A 19th century trapper ventures deep into unexplored forests to hunt. But as the trapper delves deeper into the woods, unexplained phenomenons occur that will test his faith and will.",['United States of America'],,6720,8_centroid,19.539568,-3.234807,7.0761647,"wildlife, endangered, hives, ayse, species, tyke, tintin, tarzan, bees, lion"
14.460852,-7.6172748,8,The Missing Lynx,"An eccentric millionaire becomes obsessed with the idea of constructing a new Noah's Ark. He hires a hunter to kidnap untoward numbers of animals to make this happen. The group of animals amid their valiant attempt to escape from the hunter's clutches, foil his nefarious plans, and free their captured friends.",['Spain'],2008-12-25,6909,8_centroid,19.539568,-3.234807,6.708158,"wildlife, endangered, hives, ayse, species, tyke, tintin, tarzan, bees, lion"
19.458261,-9.476841,8,Tremors,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",['United States of America'],1990-01-19,7100,8_centroid,19.539568,-3.234807,6.2425637,"wildlife, endangered, hives, ayse, species, tyke, tintin, tarzan, bees, lion"
28.663157,-5.8154078,8,Tremors 2: Aftershocks,"Those supersucking desert creatures are back --- and this time they're south of the border. As the creatures worm their way through the oil fields of Mexico, the only people who can wrangle them are veteran Earl Bassett and survivalist Burt Gummer. Add to that team a young punk out for cash and a fearless scientist, and the critters don't stand a chance.",['United States of America'],1996-04-09,7102,8_centroid,19.539568,-3.234807,9.481527,"wildlife, endangered, hives, ayse, species, tyke, tintin, tarzan, bees, lion"
29.856033,-7.2995596,8,Trophy,"This in-depth look into the powerhouse industries of big-game hunting, breeding and wildlife conservation in the U.S. and Africa unravels the complex consequences of treating animals as commodities.","['Qatar', 'United Kingdom', 'United States of America']",2017-01-20,7107,8_centroid,19.539568,-3.234807,11.088358,"wildlife, endangered, hives, ayse, species, tyke, tintin, tarzan, bees, lion"
27.453661,-6.831838,8,Tremors 5: Bloodlines,"The giant, man-eating Graboids are back and even deadlier than before, terrorizing the inhabitants of a South African wildlife reserve as they attack from below-and above.",['United States of America'],2015-10-06,7112,8_centroid,19.539568,-3.234807,8.693187,"wildlife, endangered, hives, ayse, species, tyke, tintin, tarzan, bees, lion"
20.813286,-10.97936,8,Welcome to Willits,"Deep in the Northern California woods, in the heart of the notorious Emerald Triangle, lies a remote cabin. The residents struggle to fight off the repeated attacks and abductions by mysterious creatures that have plagued them for years. When a local pot farmer is caught up with a wayward group of campers the situation quickly escalates into total carnage.",['United States of America'],2016-11-11,7189,8_centroid,19.539568,-3.234807,7.8485956,"wildlife, endangered, hives, ayse, species, tyke, tintin, tarzan, bees, lion"
29.834309,-5.756407,8,Wild Alaska,"The rugged coast of our biggest state harbors the most incredible wildlife in America. When winter breaks, animals make the most of the endless sunshine before this world closes again in darkness. This is the story of the creatures that endure this harsh reality along the shoreline—Alaska's life on the edge.",[],2012-10-14,7211,8_centroid,19.539568,-3.234807,10.599064,"wildlife, endangered, hives, ayse, species, tyke, tintin, tarzan, bees, lion"
5.790456,-57.81465,22,Safe House,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",['United States of America'],2012-02-08,35,22_centroid,3.35617,-51.959934,6.34062,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
1.9059379,-58.01785,22,Worth,"Kenneth Feinberg, a powerful D.C. lawyer appointed Special Master of the 9/11 Fund, fights off the cynicism, bureaucracy, and politics associated with administering government funds and, in doing so, discovers what life is worth.","['Canada', 'United Kingdom', 'United States of America']",2021-07-21,74,22_centroid,3.35617,-51.959934,6.229085,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
6.8237896,-53.535458,22,Clear and Present Danger,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,['United States of America'],1994-08-03,113,22_centroid,3.35617,-51.959934,3.8087611,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
8.698544,-56.810505,22,In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",['United States of America'],1993-07-08,134,22_centroid,3.35617,-51.959934,7.2158847,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
5.503075,-47.002945,22,The Interview,"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",['United States of America'],2014-12-25,144,22_centroid,3.35617,-51.959934,5.401939,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
6.0957303,-56.767593,22,The November Man,An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,"['United Kingdom', 'United States of America']",2014-08-27,192,22_centroid,3.35617,-51.959934,5.533424,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
13.841417,-57.992855,22,The Kingdom,A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,"['Germany', 'United States of America']",2007-08-22,206,22_centroid,3.35617,-51.959934,12.096965,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
8.131152,-55.22299,22,Beckett,An American tourist in Greece finds himself on the run after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,"['Brazil', 'Italy']",2021-08-04,216,22_centroid,3.35617,-51.959934,5.783423,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
0.026256233,-43.99636,22,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",['United States of America'],2002-12-16,260,22_centroid,3.35617,-51.959934,8.631734,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
3.0667078,-55.73457,22,The Last Mercenary,A legendary secret service agent comes out of hiding and returns to France to help the son he's never met get out of trouble.,['France'],2021-07-30,291,22_centroid,3.35617,-51.959934,3.7857177,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
10.064065,-57.03688,22,Air Force One,"When Russian neo-nationalists hijack Air Force One, the world's most secure and extraordinary aircraft, the President is faced with a nearly impossible decision to give in to terrorist demands or sacrifice not only the country's dignity, but the lives of his wife and daughter.",['United States of America'],1997-07-25,439,22_centroid,3.35617,-51.959934,8.412564,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
8.800655,-55.745876,22,The Sum of All Fears,"When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians.","['Canada', 'Germany', 'United States of America']",2002-05-31,482,22_centroid,3.35617,-51.959934,6.631424,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
-2.957473,-54.169563,22,Elite,"When a covert team known as ELITE is killed during a mission, newly promoted Naval Investigator Abbey Vaughn (Allison Gregory) takes it upon herself to find the man responsible:  the infamous cartel leader Reynaldo Benitez. However, when her investigation brings in former ELITE team leader Sam Harrigan (Jason Scarbrough), they must work together to uncover the mystery surrounding that fateful mission",['United States of America'],2017-02-01,542,22_centroid,3.35617,-51.959934,6.6891365,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
1.2299798,-58.515705,22,Swordfish,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.","['Australia', 'United States of America']",2001-06-08,651,22_centroid,3.35617,-51.959934,6.891938,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
14.534481,-57.712498,22,The Interpreter,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.","['France', 'Germany', 'United Kingdom', 'United States of America']",2005-04-08,660,22_centroid,3.35617,-51.959934,12.57166,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
14.304834,-59.015728,22,Green Zone,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.","['France', 'Japan', 'Spain', 'United Kingdom', 'United States of America']",2010-03-11,741,22_centroid,3.35617,-51.959934,13.025264,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
1.0762569,-62.65912,22,S.M.A.R.T. Chase,A washed-up private security agent has to escort a valuable Chinese antique out of Shanghai but is ambushed en route.,['China'],2017-09-30,751,22_centroid,3.35617,-51.959934,10.939404,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
-2.9891303,-60.264046,22,S.W.A.T.: Under Siege,"When a D.E.A. and S.W.A.T. cartel takedown ends in a shootout, S.W.A.T. Agent Travis Hall seizes a mysterious prisoner taking him into custody. Before long, the S.W.A.T. compound is under siege by wave-after-wave of assault teams attempting to recover the prisoner known as “The Scorpion” for the tattoo blazed across his back. When Travis discovers that his prisoner is a Secret Ops double agent planted within the cartel, it’s up to him and his expert S.W.A.T. team to keep “The Scorpion” and his billion dollar secrets safe.",['United States of America'],2017-08-01,914,22_centroid,3.35617,-51.959934,10.45089,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
5.83334,-57.624645,22,RED,"After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.","['Canada', 'United States of America']",2010-10-13,1019,22_centroid,3.35617,-51.959934,6.182663,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
4.897158,-56.75206,22,3 Days to Kill,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.","['France', 'United States of America']",2014-02-14,1259,22_centroid,3.35617,-51.959934,5.0337973,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
2.5469506,-55.26485,22,The 2nd,"Secret-service agent Vic Davis is on his way to pick up his estranged son, Sean, from his college campus when he finds himself in the middle of a high-stakes terrorist operation. His son's friend Erin Walton, the daughter of Supreme Court Justice Walton is the target, and this armed faction will stop at nothing to kidnap her and use her as leverage for a pending landmark legal case.",['United States of America'],2020-12-14,1283,22_centroid,3.35617,-51.959934,3.4025443,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
1.9944241,-58.05638,22,Hard Kill,"The work of billionaire tech CEO Donovan Chalmers is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",['United States of America'],2020-10-23,1306,22_centroid,3.35617,-51.959934,6.2466803,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
1.0826296,-59.013226,22,Heart of Stone,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable — and dangerous — weapon.,['United States of America'],2023-08-09,1307,22_centroid,3.35617,-51.959934,7.4106617,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
3.3068106,-58.9031,22,Machete Kills,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,['United States of America'],2013-09-12,1320,22_centroid,3.35617,-51.959934,6.9433403,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
16.151737,-57.777233,22,Snowden,CIA employee Edward Snowden leaks thousands of classified documents to the press.,"['Germany', 'United States of America']",2016-09-15,1403,22_centroid,3.35617,-51.959934,14.055871,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
2.295811,-55.065685,22,Welcome to Sudden Death,"Jesse Freeman is a former special forces officer and explosives expert now working a regular job as a security guard in a state-of-the-art basketball arena. Trouble erupts when a tech-savvy cadre of terrorists kidnap the team's owner and Jesse's daughter during opening night. Facing a ticking clock and impossible odds, it's up to Jesse to not only save them but also a full house of fans in this highly charged action thriller.","['Canada', 'France', 'Japan', 'United Kingdom', 'United States of America']",2020-09-09,1539,22_centroid,3.35617,-51.959934,3.2817755,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
6.129234,-57.944958,22,The Blacklist,"CIA agent John Jessup lives a seemingly normal life in the busy capitol of Berlin. He is in one of CIA’s most important sleeper cells in Europe, but on his last mission in Italy, he made a terrible mistake, putting not only himself in danger, but also the very existence of the CIA in Europe. The past is now about to catch up with him…",['Norway'],2004-12-27,1565,22_centroid,3.35617,-51.959934,6.5962405,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
12.570396,-59.12068,22,Baby,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.",['India'],2015-01-23,1566,22_centroid,3.35617,-51.959934,11.669545,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
6.051664,-56.607048,22,Erased,A former agent of the CIA and his estranged daughter go on the run after his employers target them for assassination.,"['Belgium', 'Canada', 'United Kingdom', 'United States of America']",2012-08-23,1653,22_centroid,3.35617,-51.959934,5.3722763,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
3.0208251,-37.68768,22,Bank Robbers: The Last Great Heist,"Through candid interviews, the perpetrators of Argentina's most notorious bank heist detail how — and why — they carried out the radical 2006 operation.",['Argentina'],2022-08-10,1683,22_centroid,3.35617,-51.959934,14.276195,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
1.1947831,-59.57347,22,Madras Cafe,An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.,['India'],2013-08-23,1809,22_centroid,3.35617,-51.959934,7.9143877,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
-1.1690187,-43.51654,22,Total Recall,"Factory worker Doug Quaid takes a virtual mind-trip vacation with the Rekall company, opting for implanted memories of being a spy. When the procedure goes wrong, Quaid becomes a wanted man by the police and joins forces with a rebel fighter to stop the evil Chancellor Cohaagen.","['Canada', 'India', 'United States of America']",2012-08-02,1854,22_centroid,3.35617,-51.959934,9.579574,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
0.412493,-56.314964,22,Baby Assassins 2 Babies,"Chisato and Mahiro were banned from performing tasks because they violated the organization's rules?! Needing money to make ends meet, they resumed their days as part time workers. The two are busy working to earn money, but they suddenly encounter other assassins who are after them. What should they do if they can't reveal their identity as assassins when they are not on duty?",['Japan'],2023-03-24,1881,22_centroid,3.35617,-51.959934,5.2565694,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
12.886948,-56.82517,22,The Last Days of American Crime,"In the not-too-distant future, as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.",['United States of America'],2020-06-05,1922,22_centroid,3.35617,-51.959934,10.700759,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
4.425866,-54.47017,22,The Alternate,"The President of the United States, in the midst of negative public opinion, is kidnapped while attending a charity function. However, this is all part of a plan to boost his ratings, the 'kidnappers' being a CIA black ops team. It seems like a great idea until the leader of the black ops decides he can make it away with the ransom money himself, but one of his team has other ideas.",['South Africa'],2000-04-07,2152,22_centroid,3.35617,-51.959934,2.7286496,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
4.3892803,-53.82512,22,Angel Has Fallen,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",['United States of America'],2019-08-21,2176,22_centroid,3.35617,-51.959934,2.1321893,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
8.0642185,-46.172703,22,The Coldest Game,"Warsaw, Poland, during the Cuban Missile Crisis, 1962. Josh Mansky, a troubled math genius and former US chess champion, is recruited to hold a dangerous public match against the Soviet champion, while playing the deadly game of espionage hidden in the darkest shadows of a hostile territory.",['Poland'],2019-11-08,2359,22_centroid,3.35617,-51.959934,7.4604135,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
3.9403844,-59.280014,22,6 Underground,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",['United States of America'],2019-12-13,2495,22_centroid,3.35617,-51.959934,7.3433557,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
11.189917,-58.0148,22,Bangistan,"Two blundering terrorists with lofty ideologies, but ordinary talent, on a mission to change the world.",['India'],2015-08-07,2502,22_centroid,3.35617,-51.959934,9.90096,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
15.875788,-56.913387,22,The Spy,An American is sent to Germany to unearth the identities of German agents operating in the U. S. He infiltrates the German secret service in an attempt to abscond with a list of undercover German operatives.,['United States of America'],1917-08-17,2799,22_centroid,3.35617,-51.959934,13.463934,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
11.079765,-59.70623,22,Romeo Akbar Walter,"Prior to the India-Pakistan war of 1971, the RAW (Research and Analysis Wing) trains an Indian banker in espionage and martial arts, and sends him to Pakistan for an undercover operation where he finds himself sinking between emotions and violence.",['India'],2019-03-15,2929,22_centroid,3.35617,-51.959934,10.938877,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
16.213951,-56.87676,22,The Defector,An American scientist is sent by the CIA to East Germany to retrieve a secret microfilm from a Soviet scientist interested in defecting to the West but the Stasi secret police's surveillance complicates matters.,"['France', 'Germany']",1966-10-19,3043,22_centroid,3.35617,-51.959934,13.765816,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
4.3480554,-54.415268,22,Olympus Has Fallen,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",['United States of America'],2013-03-20,3078,22_centroid,3.35617,-51.959934,2.6481125,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
-4.9682775,-60.0885,22,Déjà Vu,"Called in to recover evidence in the aftermath of a horrific explosion on a New Orleans ferry, Federal agent Doug Carlin gets pulled away from the scene and taken to a top-secret government lab that uses a time-shifting surveillance device to help prevent crime.","['United Kingdom', 'United States of America']",2006-11-22,3351,22_centroid,3.35617,-51.959934,11.634863,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
8.318638,-47.37582,22,Target,A Texan with a secret past searches Europe with his son after the KGB kidnaps his wife.,['United States of America'],1985-11-08,3470,22_centroid,3.35617,-51.959934,6.7557526,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
2.6794512,-63.448967,22,Aamir,A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.,['India'],2008-06-06,3537,22_centroid,3.35617,-51.959934,11.508945,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
-1.0732383,-50.471714,22,Spyder,"A rich businessman hires a team of vietnam vets to get his son out of Vietnam, but this group of mercenaries don't plan to go in Vietnam, they just want the money. They make a mistake by killing policeman ""Brad Spyder""'s partner, and now he only wants REVENGE!",['Philippines'],1988-06-08,3744,22_centroid,3.35617,-51.959934,4.672735,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
0.009398446,-59.307335,22,Expelled from Paradise,"A.D. 2400, DEVA's central council detects an incident of unauthorized access into their mainframe. Someone on Earth was trying to hack into the system. The only information DEVA was able to retrieve was that hacker referred to themselves as ""Frontier Setter.""  To investigate the mysterious hacker's motives, the high officials of DEVA dispatch system Security Third Officer Angela Balzac to the Earth's surface. Equipped with a prosthetic ""material body,"" Angela attempts to make contact with a local agent Dingo, but what awaited her instead was a swarm of Sandworms now infesting the Earth's surface. Angela intercepts the gruesome pests with her exoskeleton powered suit Arhan.",['Japan'],2014-11-15,3840,22_centroid,3.35617,-51.959934,8.073733,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
8.808364,-56.563396,22,End Game,"Alex Thomas was the man in charge of protecting the president but, when the time came to fulfill his duties, everything just went wrong. His conscience haunted by a bullet, and his devotion to his country stronger than ever, Alex teams with a seasoned reporter to navigate a treacherous web of lies, unlocking a dangerous conspiracy, and enter a deadly world in which skilled assassins and highly-trained ex-special ops lurk in every shadow.","['Canada', 'Germany', 'United States of America']",2006-03-22,3898,22_centroid,3.35617,-51.959934,7.135705,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
4.9395843,-58.021595,22,Steel Rain,"Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war.",['South Korea'],2017-12-14,4005,22_centroid,3.35617,-51.959934,6.2650566,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
7.1228595,-58.35825,22,Battle Drone,6 mercenaries are hired by CIA to abduct an heir to a republic and take out an arms dealer in Moscow. They get a followup mission in Chernobyl. Treason awaits them.,['Romania'],2018-03-01,4011,22_centroid,3.35617,-51.959934,7.424715,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
17.302002,-56.28786,22,Wormwood,"In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",['United States of America'],2017-10-22,4114,22_centroid,3.35617,-51.959934,14.601958,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
13.2845125,-57.657475,22,No Place to Hide,"In New York in the late 60s, a politically motivated group of students plans bombings of company offices who do business with dictators in Middle American countries. But when they contact a known terrorist and bombing specialist, the FBI gets on their track.",['United States of America'],1974-09-12,4283,22_centroid,3.35617,-51.959934,11.447006,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
-2.7032409,-57.557938,22,Breakout,"Having taken control of a maximum security prison, a criminal mastermind faces off against a retired Black Ops agent who had been visiting his incarcerated son.",['United States of America'],2023-04-11,4320,22_centroid,3.35617,-51.959934,8.249492,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
0.5503675,-45.368114,22,Smoke & Mirrors,"A tale of cheats and impostors, taking its inspiration from true facts and from one of the most intriguing characters of recent decades: the spy Francisco Paesa.",['Spain'],2016-09-23,4375,22_centroid,3.35617,-51.959934,7.16412,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
9.10094,-46.529087,22,White Nights,"After his plane crashes in Siberia, a Russian dancer, who defected to the West, is held prisoner in the Soviet Union. The KGB keeps him under watch and tries to convince him to become a dancer for the Kirov Academy of Ballet again. Determined to escape, he befriends a black American expatriate and his pregnant Russian wife, who agree to help him escape to the American Embassy.",['United States of America'],1985-11-22,4508,22_centroid,3.35617,-51.959934,7.905472,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
-2.52245,-57.53607,22,Interrogation,"After the FBI receives a threat that endangers the entire city, an interrogator and an I.T. specialist are plunged into a series of mind games with a criminal mastermind, desperately racing against time to uncover the villain's true agenda as they fight to protect thousands of lives.",['United States of America'],2016-08-20,4585,22_centroid,3.35617,-51.959934,8.10256,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
11.318669,-54.867397,22,Saudi Arabia Uncovered,"English reporter and documentarian, James Jones, in partnership with brave rebel Saudi Arabian undercover reporters, risk themselves under the laws of the land under the Committee for the Promotion of Virtue and the Prevention of Vice (CPVPV), sometimes referred to the Islamic Religious Police. All this, in an effort to uncover the purpose and truth of the laws enforced by the immensely questioned Saudi Arabian government. You will see the side of Saudi Arabia that its government forbids from recording or viewing by their law and discover the harsh punishment for disobedience in the modern Saudi Arabia world.",['Saudi Arabia'],2016-03-22,4663,22_centroid,3.35617,-51.959934,8.476718,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
12.971053,-57.59358,22,(T)ERROR,This real-life look at FBI counterterrorism operations features access to both sides of a sting: the government informant and the radicalized target.,['United States of America'],2015-01-24,4816,22_centroid,3.35617,-51.959934,11.1437845,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
-1.2850738,-58.210335,22,Bitcoin Heist,"To catch Interpol's most-wanted hacker, special Agent Dada must assemble a team of criminals with  various special skillsets.",['Vietnam'],2016-02-05,5100,22_centroid,3.35617,-51.959934,7.785156,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
10.304538,-57.37117,22,Executive Decision,"Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",['United States of America'],1996-03-15,5465,22_centroid,3.35617,-51.959934,8.806889,"cia, hacker, banning, kusanagi, analyst, mastermind, ops, operative, espionage, deva"
